,scientific_name,decimalLongitude,decimalLatitude
0,Aaadonta constricta ssp. babelthuapi,,
1,Abrocoma boliviensis,-64.4833,-17.9
2,Achatinella pupukanioe,-157.882181,21.405552
3,Acipenser gueldenstaedtii,49.9,37.2
4,Acipenser sturio,-4.737883,50.272691
5,Acrocephalus rimitarae,-152.797,-22.652
6,Agkistropleuron simplex,,
7,Alburnus vistonicus,25.108455,41.007507
8,Alexteroon jynx,9.979,4.991
9,Allaga ambigua,,
10,Allobates mcdiarmidi,,
11,Allomogurnda flavimarginata,,
12,Allotoca maculata,-104.083333,20.783333
13,Aloeides rossouwi,29.816667,-25.416667
14,Alosa killarnensis,,
15,Alsodes pehuenche,-70.221573,-35.826784
16,Alsophylax tadjikiensis,68.605834,37.655285
17,Alzoniella marianae,,
18,Amastra micans,,
19,Amazona auropalliata,-88.833333,13.733333
20,Amblema neislerii,-85.194313,30.236439
21,Amblyrhynchus cristatus ssp. trillmichi,-90.196657,-0.964248
22,Ambystoma leorae,-98.67,19.35
23,Ameerega planipaleae,-75.3833,-10.6167
24,Amphilophus astorquii,-86.016932,11.902287
25,Amphilophus supercilius,-86.013022,11.934842
26,Amphisbaena leali,,
27,Anabarilius yangzonensis,,
28,Ancylastrum cumingianus,146.16971,-42.06
29,Andinobates geminisae,-80.7714,8.8826
30,Andrias davidianus,104.587625,28.768247
31,Anilios insperatus,152.615252,-27.815295
32,Anodonta pallaryi,,
33,Anolis altavelensis,-71.64083,17.47306
34,Anolis darlingtoni,-74.0,18.4667
35,Anolis koopmani,-73.966698,18.2833
36,Anolis muralla,-86.73,15.08
37,Anolis roosevelti,-65.2833,18.3167
38,Anolis vanzolini,,
39,Anonconotus apenninigenus,7.13768,44.543015
40,Anthicodes maculatus,,
41,Antisolabis seychellensis,,
42,Aphanius almiriensis,23.02,37.84
43,Aphistogoniulus corallipes,46.924431,-24.988094
44,Aplonis pelzelni,158.0,7.0
45,Aposturisoma myriodon,-75.483333,-9.0
46,Aquiloeurycea praecellens,-96.916702,18.8333
47,Ara glaucogularis,-64.63,-13.78
48,Ardea insignis,93.057203,22.741356
49,Argia haberi,-83.69667,9.471666
50,Arinia oviformis,116.558333,4.671667
51,Arius festinus,48.714444,-15.833611
52,Aromobates alboguttatus,-71.3958,8.62022
53,Aromobates leopardalis,-70.606219,8.902578
54,Aromobates orostoma,-71.823228,8.251992
55,Arthroleptella rugosa,19.535722,-34.209333
56,Arthroleptis krokosua,,
57,Artisornis moreaui,39.716667,-5.366667
58,Aspidura deraniyagalae,,
59,Astroblepus formosus,,
60,Astyanax eremus,-49.733612,-25.585835
61,Ateles fusciceps ssp. fusciceps,-78.4167,0.75
62,Atelognathus patagonicus,-70.3833,-39.05
63,Atelopus arthuri,-78.904249,-1.868437
64,Atelopus carbonerensis,-71.3625,8.64694
65,Atelopus coynei,-78.867778,-0.302778
66,Atelopus eusebianus,-76.4,2.05
67,Atelopus gigas,,
68,Atelopus ignescens,-78.7167,-1.93333
69,Atelopus minutulus,-73.8103,4.15459
70,Atelopus nanay,-79.22667,-2.77444
71,Atelopus orcesi,,
72,Atelopus pastuso,-77.830833,0.705556
73,Atelopus petersi,-78.1367,-0.374444
74,Atelopus planispina,-78.616669,-2.8
75,Atelopus sanjosei,-75.078333,6.911944
76,Atelopus sorianoi,-71.7319,8.2498
77,Atelopus varius,-83.8833,9.8167
78,Atheta caprariensis,-25.31663,37.77558
79,Atlantica calathoides,-16.497,32.491
80,Atlantica putrescens,,
81,Atopophrynus syntomopus,-75.2612,5.70394
82,Atractus multidentatus,,
83,Atya brachyrhinus,-59.575,13.1778
84,Austrarchaea mcguiganae,149.52693,-36.12499
85,Austrolebias bagual,,
86,Avahi cleesei,44.602994,-19.000307
87,Aythya innotata,48.465361,-20.570014
88,Bahaba taipingensis,113.236095,23.106405
89,Balebreviceps hillmani,39.766667,6.783333
90,Barbodes cataractae,,
91,Barbodes sirang,124.256013,7.78716
92,Barbus euboicus,22.4167,38.9167
93,Batagur baska,88.389999,22.18
94,Batagur trivittata,,
95,Beddomeia tumida,,
96,Bedotia tricolor,,
97,Belgrandia varica,,
98,Belgrandiella cavernica,,
99,Belgrandiella multiformis,,
100,Bellamya ecclesi,34.9333,-14.0667
101,Bellamya pagodiformis,28.73,-9.35
102,Bembidion derelictus,,
103,Bermudamysis speluncola,,
104,Betta cracens,,
105,Betta omega,,
106,Betta simplex,98.8125,8.17064
107,Bithynia kastorias,,
108,Bokermannohyla izecksohni,-48.439722,-22.88
109,Bolitoglossa celaque,-88.68333,14.63333
110,Bolitoglossa decora,-86.73,15.08
111,Bolitoglossa leandrae,,
112,Bolitoglossa oresbia,-87.8986,14.7275
113,Bombus affinis,-71.28555,42.30427
114,Bombus variabilis,-95.1875,38.7775
115,Boophis baetkei,,
116,Borikenophis sanctaecrucis,,
117,Bothrops insularis,-46.675437,-24.485364
118,Boucardicus fortistriatus,,
119,Brachionichthys hirsutus,148.050003,-42.666668
120,Brachyopa minima,,
121,Bradypus pygmaeus,-81.496068,9.030059
122,Brookesia bonsi,45.348433,-16.469817
123,Bufo luchunnicus,,
124,Bulimulus adserseni,,
125,Bulimulus duncanus,,
126,Bulimulus habeli,,
127,Bulimulus lycodus,,
128,Bulimulus sculpturatus,,
129,Bulimulus sp. nov. 'tuideroyi',,
130,Bunolagus monticularis,30.583333,-23.524376
131,Bythinella cylindrica,18.75,49.15
132,Bythinella markovi,,
133,Bythiospeum gonostoma,,
134,Bythiospeum putei,,
135,Cacatua citrinocristata,,
136,Caecogobius cryptophthalmus,125.0,12.0
137,Calamaria ingeri,,
138,Calathus lundbladi,-25.30342,37.73258
139,Callaeas cinereus,168.12059,-46.961567
140,Callithrix flaviceps,-41.4667,-20.7667
141,Callulina kanga,,
142,Callulina stanleyi,,
143,Calumma tarzan,,
144,Cambarellus prolixus,-103.275,20.308333
145,Cambarus subterraneus,-94.8388,36.4662
146,Camelus ferus,,
147,Canariella jandiaensis,-14.3556,28.10138
148,Canis rufus,-106.693075,36.509576
149,Capitellum metallicum,,
150,Carausius scotti,,
151,Carcharhinus longimanus,-157.399,21.4111
152,Carcharias taurus East coast of Australia subpopulation,,
153,Caridina dennerli,121.317167,-2.439333
154,Caridina lingkonae,121.517667,-2.758333
155,Caridina profundicola,121.572,-2.760667
156,Caridina subventralis,,
157,Caridina yilong,,
158,Caspiomyzon hellenicus,21.42844,42.00584
159,Cavia intermedia,,
160,Cecilioides eulima,,
161,Celestus duquesneyi,-77.164708,17.755728
162,Centrolene gemmatum,-78.966667,-0.433333
163,Centrophorus atromarginatus,138.55,34.85
164,Cephalorhynchus hectori ssp. maui,,
165,Cephaloscyllium silasi,,
166,Ceratophora erdeleni,80.6333,6.4
167,Cercocebus galeritus,18.65,3.65
168,Cercopithecus roloway,-2.45,6.8167
169,Cervus hanglu ssp. hanglu,,
170,Ceylonosticta nancyae,,
171,Ceylonthelphusa callista,,
172,Ceylonthelphusa nata,,
173,Ceyx sangirensis,,
174,Chalinolobus tuberculatus,175.416667,-40.066667
175,Characidium onca,,
176,Charmosyna amabilis,-179.9632,-16.7834
177,Charpentieria crassicostata,,
178,Cheilosia katara,,
179,Chelodina mccordi,120.2495,-2.12336
180,Chelonoidis hoodensis,-90.283952,-0.652711
181,Cherax tenuimanus,117.4,-35.0
182,Chilatherina sentaniensis,140.5,-2.5
183,Chilostoma harpya,,
184,Chiropterotriton aureus,-97.324318,19.96882
185,Chiropterotriton lavae,-97.0775,19.628611
186,Chiropterotriton terrestris,-98.65,20.583333
187,Chirostoma charari,-101.278889,19.660556
188,Chirothrips azoricus,-25.18567,37.79166
189,Chlamydogobius squamigenus,145.4,-22.8
190,Chlorogomphus brunneus ssp. keramensis,,
191,Chorthippus acroleucus,24.3398,45.3175
192,Chorthippus lacustris,20.872054,39.554438
193,Chrysoblephus cristiceps,26.43135,-33.89726
194,Churamiti maridadi,36.95,-6.3889
195,Cinclodes palliatus,-76.435962,-11.373054
196,Clarias cavernicola,17.29,-19.44
197,Cleopatra cridlandi,33.57,0.13
198,Cnemaspis adii,,
199,Cnemaspis gotaimbarai,81.209999,7.44
200,Cnemaspis kottiyoorensis,75.888251,11.884531
201,Cnemaspis nandimithrai,81.75,6.66
202,Cnemaspis rajakarunai,80.2504,7.1232
203,Cnemaspis scalpensis,80.599998,7.28
204,Cnemaspis tropidogaster,80.7,7.016667
205,Cobitis jadovaensis,15.54528,44.50417
206,Cobitis takenoi,135.1,35.5
207,Coelatura essoensis,,
208,Colobus satanas ssp. satanas,,
209,Colophon montisatris,22.683333,-33.416667
210,Colossobolus pseudoaculeatus,,
211,Columbina cyanopis,-42.991516,-16.897413
212,Coniophanes andresensis,-81.721207,12.543142
213,Conraua sagyimase,,
214,Conus salreiensis,-22.9166,16.1833
215,Copelatus zanatanensis,,
216,Cophotis dumbara,80.688077,7.556121
217,Coptodon coffea,,
218,Cordulegaster helladica ssp. kastalia,,
219,Coregonus pennantii,,
220,Cornicandovia australica,,
221,Corvus unicolor,122.948,-1.341
222,Cottus rondeleti,4.17562,43.56768
223,Craterocephalus kailolae,148.616667,-9.6
224,Craugastor campbelli,-88.78896,15.66943
225,Craugastor coffeus,-88.934667,15.0825
226,Craugastor escoces,-77.683333,19.916667
227,Craugastor gulosus,-82.233333,8.725
228,Craugastor nefrens,-88.69135,15.39914
229,Craugastor pozo,-93.371389,16.898611
230,Craugastor saltuarius,-87.3,15.43
231,Craugastor trachydermus,,
232,Cricetus cricetus,73.65,55.04
233,Crocidura jenkinsi,,
234,Crocodylus intermedius,-65.2,9.5
235,Crosseana crosseana,,
236,Cryphiops luscus,-43.224195,-22.858218
237,Cryptoblepharus caudatus,39.814167,-15.369722
238,Cryptotettix insularis,,
239,Cryptotriton sierraminensis,-89.71667,15.07823
240,Ctenodecticus major,-3.3,37.0167
241,Ctenosaura bakeri,-86.800115,16.09628
242,Ctenotus lancelini,115.4,-31.0
243,Cuneopsis demangei,,
244,Cuora mccordi,,
245,Cuora yunnanensis,,
246,Cyanoramphus malherbi,172.499528,-41.697056
247,Cyclura cychlura ssp. figginsi,-76.414059,24.135195
248,Cyclura rileyi ssp. cristata,,
249,Cynisca gansi,,
250,Cynolebias elegans,,
251,Cynops fudingensis,120.18083,27.11944
252,Cyprinella bocagrande,-106.874302,30.621638
253,Cyprinodon latifasciatus,-104.611431,25.252717
254,Cyprinus fuxianensis,102.9,24.6
255,Cyprinus yunnanensis,,
256,Cyrtodactylus chanhomeae,101.052851,14.673385
257,Cyrtodactylus jaegeri,104.813757,17.484146
258,Cyrtodactylus ramboda,,
259,Darevskia dryada,,
260,Decorana drepanensis,12.5293,38.0044
261,Delminichthys krbavensis,15.70295,44.56699
262,Delphinus delphis Gulf of Corinth subpopulation,,
263,Dendrolagus scottae,,
264,Dendrotriton bromeliacius,-91.916667,15.033333
265,Dendrotriton rabbi,-91.98389,15.55847
266,Dermatemys mawii,-95.308333,18.158333
267,Dermochelys coriacea West Pacific Ocean subpopulation,137.660446,-33.053394
268,Dianella schlickumi,,
269,Diasporus pequeno,,
270,Dicerorhinus sumatrensis,-84.5083,39.1447
271,Dicrogonatus niger,,
272,Dierogekko koniambo,164.812962,-20.997728
273,Dingana fraterna,,
274,Diplommatina aurea,,
275,Diplommatina madaiensis,,
276,Dipturus intermedius,9.409448,64.173003
277,Discula tetrica,,
278,Dorcopsis atrata,,
279,Dreissena caspia,,
280,Drepanosticta sugbo,,
281,Dryococelus australis,159.08499,-31.55416
282,Duttaphrynus noellerti,80.253311,6.153063
283,Echinotriton maxiquadratus,,
284,Ectopoglossus atopoglossus,-75.54497,6.15336
285,Elaphrus viridis,-121.827645,38.282525
286,Elephas maximus ssp. sumatranus,100.367672,-0.300505
287,Eleutherodactylus apostates,-74.1,18.4986
288,Eleutherodactylus bresslerae,,
289,Eleutherodactylus chlorophenax,-74.1,18.49
290,Eleutherodactylus dolomedes,-73.88,18.27
291,Eleutherodactylus furcyensis,-72.2833,18.35
292,Eleutherodactylus iberia,-74.629726,20.418254
293,Eleutherodactylus juanariveroi,-66.2017,18.4354
294,Eleutherodactylus lamprotes,-74.1,18.49
295,Eleutherodactylus mariposa,-75.2311,20.348
296,Eleutherodactylus oxyrhyncus,-74.1,18.416667
297,Eleutherodactylus pezopetrus,,
298,Eleutherodactylus rufifemoralis,-71.099403,18.2061
299,Eleutherodactylus sisyphodemus,-77.764618,18.247845
300,Eleutherodactylus tonyi,-77.5828,20.0431
301,Eleutherodactylus warreni,-72.73,20.02
302,Elimia bellacrenata,-86.778431,33.172355
303,Emmochliophis miops,,
304,Endodonta apiculata,,
305,Engaeus sternalis,145.8,-38.1
306,Enteromius carcharhinoides,,
307,Enulius bifoveatus,-85.8611,16.4853
308,Ephippiger camillae,,
309,Epinephelus striatus,-64.759563,32.316631
310,Epioblasma metastriata,-86.809439,33.814268
311,Epioblasma torulosa,-86.181992,39.832542
312,Epiplatys fasciolatus ssp. josianae,,
313,Equus africanus,-68.385086,12.273365
314,Eremias pleskei,45.411887,39.208846
315,Eretmochelys imbricata,145.366667,-15.25
316,Eriocnemis godini,,
317,Eristalis tecta,,
318,Erythrodiplax acantha,,
319,Etheostoma chermocki,-86.686767,33.69948
320,Etheostoma marmorpinnum,-83.884033,35.785703
321,Etheostoma segrex,-101.833333,26.966667
322,Euastacus bindal,147.0,-19.5
323,Euastacus dharawalus,150.533,-34.6
324,Euastacus gamilaroi,151.67916,-32.12749
325,Euastacus guruhgi,153.23349,-28.38833
326,Euastacus jagabar,153.02432,-28.40916
327,Euastacus maidae,153.5,-28.2
328,Euastacus robertsi,145.166667,-15.816667
329,Euastacus yigara,145.633333,-17.95
330,Eubalaena glacialis,-124.05067017541126,46.950504710461864
331,Euchondrus ramonensis,35.13,31.35
332,Eulemur mongoz,46.869107,-18.766947
333,Eumerus bifurcatus,,
334,Eupera crassa,,
335,Euproserpinus wiesti,-104.37167,40.1675
336,Euschmidtia bidens,,
337,Euschmidtia uvarovi,,
338,Eutrichomyias rowleyi,125.541913,3.515093
339,Fallicambarus hortoni,,
340,Fluminagrion taxaense,,
341,Fontitrygon geijskesi,-49.28,2.53
342,Franciscagrion longispinum,-46.4468,-20.2442
343,Fucaria mystax,152.58,-3.3155
344,Fundulus philpisteri,-99.3345,24.8642
345,Gabbia alticola,,
346,Gabbiella matadina,,
347,Galaxias anomalus,169.72298,-45.117187
348,Galaxias gollumoides,168.833719,-45.372744
349,Galaxias macronasus,169.984039,-44.4282
350,Galaxias pullus,170.007064,-45.893835
351,Galaxias sp. nov. 'Morwell',,
352,Galaxias tantangara,148.55,-35.783
353,Gallicolumba menagei,,
354,Gallotia auaritae,,
355,Gamasomorpha austera,,
356,Gammarus desperatus,-104.489,33.425
357,Garra widdowsoni,,
358,Gastrotheca angustifrons,,
359,Gavialis gangeticus,84.506201,27.557391
360,Geomitra coronula,-16.476,32.412
361,Geospiza pauper,,
362,Gephyromantis mafy,,
363,Gigantidas vrijenhoeki,,
364,Giraffa camelopardalis ssp. camelopardalis,35.450001,1.25
365,Glabrennea silhouettensis,,
366,Glaucostegus granulatus,79.211491,9.246019
367,Glaucostegus typus,130.8,-12.45
368,Glyphis gangeticus,91.960725,21.424944
369,Glyptothorax kudremukhensis,,
370,Gobio gymnostethus,,
371,Gocea ohridana,,
372,Gongylomorphus bojerii,63.390574,-19.731635
373,Goniurosaurus yamashinae,,
374,Gopherus agassizii,-115.8745903802812,34.583367977431095
375,Gorilla gorilla,10.7,2.7667
376,Gracupica jalla,,
377,Graecorientalia vrissiana,,
378,Graziana adlitzensis,,
379,Guibemantis diphonus,,
380,Gulickia alexandri,,
381,Gymnocephalus ambriaelacus,11.134,48.0
382,Gymnotus capitimaculatus,-40.836389,-18.734167
383,Gyps africanus,32.217377,-27.682783
384,Gyps tenuirostris,91.5,26.133333
385,Habromys ixtlani,-96.50364606135686,17.44710909582142
386,Hadena azorica,-28.16401,38.67856
387,Haematopinus oliveri,,
388,Haliotis fulgens,-117.11743,32.90462
389,Haliotis walallensis,-123.783073,39.635715
390,Hapalemur aureus,47.466667,-21.266667
391,Haplochromis apogonoides,,
392,Haplochromis beadlei,31.9003,-0.362783
393,Haplochromis cnester,,
394,Haplochromis dentex,33.45,0.3
395,Haplochromis guiarti,34.41667,-1.83333
396,Haplochromis ishmaeli,29.3867,-0.6822
397,Haplochromis macrognathus,,
398,Haplochromis mylergates,,
399,Haplochromis parvidens,33.241667,0.458333
400,Haplochromis ptistes,,
401,Haplochromis sulphureus,32.583333,-0.651389
402,Haplochromis ushindi,,
403,Harmogenanina implicata,,
404,Hauffenia tovunica,,
405,Heleobia dobrogica,,
406,Helicostyla smargadina,,
407,Hemicycla efferata,,
408,Hemicycla plicaria,-16.24821,28.46636
409,Hemidactylus kundaensis,,
410,Hemileiocassis panjang,,
411,Hemistena lata,-84.1322,36.0946
412,Hemistomia neku,,
413,Hemistomia yalayu,,
414,Heosemys depressa,98.0,22.0
415,Heptapterus multiradiatus,-46.210308,-23.516884
416,Heterogeomys lanius,,
417,Hipposideros lamottei,-0.22,5.77
418,Hogna ingens,-16.567038,32.572668
419,Hololeptoblatta pandanicola,,
420,Homoeodera elateroides,,
421,Homoeodera paivae,,
422,Homoeosoma picoensis,-28.44772,38.49517
423,Horalabiosa arunachalami,,
424,Hucho bleekeri,,
425,Hyalobagrus ornatus,,
426,Hybosida lucida,,
427,Hydrobates macrodactylus,,
428,Hydrotarsus compunctus,,
429,Hyloscirtus chlorosteus,,
430,Hyloxalus anthracinus,-78.783333,-2.9
431,Hyloxalus vertebralis,-78.679647,-1.937247
432,Hynobius maoershanensis,110.47676,25.85665
433,Hyperolius davenporti,,
434,Hypomesus transpacificus,-122.193305,38.057532
435,Hypseleotris ejuncida,125.583,-15.8
436,Hypselostoma elephas,,
437,Hypsolebias faouri,-44.903111,-11.390222
438,Hyridella glenelgensis,141.3,-37.3
439,Iberochondrostoma lusitanicum,-8.3816,38.948386
440,Iberolacerta martinezricai,-6.23,40.48
441,Idiostatus middlekaufi,,
442,Iglica velkovrhi,,
443,Incertihydrobia teesdalei,,
444,Incilius peripatetes,-82.442946,8.77519
445,Indotestudo elongata,98.7667,11.2667
446,Indotyphlops leucomelas,,
447,Ingolfiella longipes,,
448,Ischnura rurutana,,
449,Islamia bendidis,,
450,Islamia pseudorientalica,,
451,Isophya beybienkoi,,
452,Isophya harzi,24.321691,45.315238
453,Isthmohyla graceae,,
454,Isthmura naucampatepetl,-97.08535559059315,19.585316845269755
455,Italopodisma lucianae,,
456,Ixalotriton parvus,-94.166667,16.573611
457,Jubaia aethiopica,,
458,Karstama balicum,,
459,Kerkia kusceri,,
460,Kinosternon sonoriense ssp. longifemorale,-113.06978,31.918879
461,Kiunga bleheri,,
462,Knipowitschia mrakovcici,15.9357,43.81902
463,Kondoconcha othnius,,
464,Kosciuscola tristis ssp. restrictus,,
465,Kuschelita mica,172.834,-40.949
466,Labeo victorianus,33.0,2.0
467,Lagothrix flavicauda,-78.066667,-7.8
468,Laminella sanguinea,-156.556389,20.595833
469,Lamproneura lucerna,,
470,Lamprotula triclava,,
471,Lanceolaria bilirata,105.644,21.9102
472,Lankanectes pera,80.698951,7.584554
473,Larimichthys crocea,135.495095,34.702325
474,Lathamus discolor,150.1,-36.3
475,Leguminaia saulcyi,36.303056,34.667917
476,Leiocephalus pratensis,-72.3313,19.3707
477,Leiorhagium granum,,
478,Leiostyla cassidula,,
479,Lemniscia galeata,,
480,Lepidocephalus pahangensis,,
481,Lepidodactylus euaensis,-174.921861,-21.3709
482,Lepidodactylus tepukapili,179.08,-8.4627
483,Lepilemur hollandorum,,
484,Lepilemur sahamalaza,47.629897,-14.370431
485,Leptobrachella botsfordi,,
486,Leptobrachium kantonishikawai,,
487,Leptodactylus fallax,-62.311105,16.659765
488,Leptopalaemon glabrus,132.98,-12.921667
489,Leptoxis melanoides,-85.53333,34.13417
490,Lerista vittata,146.917778,-20.523446
491,Leucogeranus leucogeranus,119.5997,39.91439
492,Lexingtonia subplana,-78.2217,35.9667
493,Limia fuscomaculata,,
494,Limia grossidens,-73.050459,18.406639
495,Limia islai,,
496,Limia miragoanensis,,
497,Limia ornata,-73.061848,18.39259
498,Limia sulphurophila,-71.56986,18.397777
499,Lindbergia gittenbergeri,,
500,Liocichla bugunorum,92.395874,27.106476
501,Liolaemus azarai,,
502,Liolaemus curis,,
503,Liolaemus lutzae,-42.01667,-22.88333
504,Liolaemus rabinoi,,
505,Lioscincus vivae,165.03694,-21.1725
506,Liphistius kanthan,,
507,Lipochromis sp. nov. 'black cryptodon',,
508,Lipochromis sp. nov. 'small obesoid',,
509,Lirapex politus,49.650002,-37.779999
510,Listrura nematopteryx,-43.25,-22.6
511,Lithobates chichicuahutla,-104.6838,23.995701
512,Lithobates pueblae,-98.03,20.2
513,Lithobates subaquavocalis,,
514,Litoria booroolongensis,149.916,-33.533
515,Litoria lorica,145.320526,-16.460413
516,Litoria nyakalensis,145.616667,-17.516667
517,Litoria spenceri,147.4,-36.7
518,Longitarsus mellissi,,
519,Lophura edwardsi,107.033333,17.066667
520,Lopsallus flavosparsus,,
521,Loxodonta cyclotis,29.716694,3.733333
522,Loxops ochraceus,-156.22395,20.796522
523,Luciobarbus subquincunciatus,44.416205,33.300455
524,Lurifax japonicus,,
525,Lycaon pictus West Africa subpopulation,36.08333,0.63333
526,Lyciasalamandra billae ssp. billae,30.593923,36.969482
527,Lycosa elysae,,
528,Lygodactylus mirabilis,47.25,-19.35
529,Lyhnidia hadzii,,
530,Lyhnidia stankovici,,
531,Lynx lynx ssp. balcanicus,,
532,Mabuya cochonae,,
533,Mabuya grandisterrae,,
534,Mabuya hispaniolae,-69.988148,18.500372
535,Mabuya montserratae,-62.2,16.716667
536,Macaca pagensis,,
537,Macarorchestia martini,-27.10629,38.64375
538,Macrobrachium denticulatum,,
539,Macrobrachium purpureamanus,,
540,Macrocephalon maleo,124.5083,0.675
541,Macrogomphus annulatus ssp. keiseri,,
542,Macromia zeylanica,80.5626,7.15178
543,Maculabatis bineeshi,67.361786,24.051933
544,Madascincus arenicola,,
545,Mahatha helaya,,
546,Mahatha lacuna,,
547,Mahezomus apicoporus,,
548,Malaprespia albanica,,
549,Manis javanica,103.941,0.919127
550,Mannophryne neblina,-67.617771,10.38549
551,Manouria emys,99.48641,12.946859
552,Mantidactylus pauliani,48.4888,-18.96594
553,Maoridrilus felix,,
554,Margarites manusensis,151.663305,-3.718719
555,Margaritifera margaritifera ssp. durrovensis,,
556,Margarya monodi,,
557,Marisora roatanae,-88.017599,14.792716
558,Marmosops handleyi,-75.45,7.15
559,Marstonia castor,-83.9061,31.9102
560,Marstoniopsis armoricana,-1.58064,47.44525
561,Masticophis anthonyi,-114.725443,18.358066
562,Matticnemis doi,121.0022,6.0522
563,Mauremys mutica,124.22056,24.47167
564,Mautodontha boraborensis,,
565,Mchenga conophoros,34.822194,-14.039528
566,Mecistocephalus sechellarum,,
567,Medionidus penicillatus,-85.165298,30.627501
568,Medionidus walkeri,-82.4187,29.9231
569,Medon varamontis,-25.20793,37.81003
570,Megalagrion jugorum,0.0,0.0
571,Megalagrion molokaiense,0.0,0.0
572,Megalagrion oceanicum,0.0,0.0
573,Megalobulimus grandis,-42.33333,-22.31667
574,Megaselia miguelensis,-25.52788,37.71532
575,Megastomatohyla nubicola,-96.991667,19.125
576,Megophrys acuta,,
577,Megophrys obesa,,
578,Meladema imbricata,,
579,Melanochromis lepidiadaptes,34.85,-13.75
580,Melanoides voltae,-0.01,9.58
581,Melanophryniscus admirabilis,-52.298333,-28.854444
582,Melanophryniscus peritus,,
583,Melanopsis brevicula,,
584,Melanopsis germaini,,
585,Melanopsis khabourensis,,
586,Melanopsis parreyssii,17.745813,45.974397
587,Melanopsis saharica,,
588,Melanotaenia ajamaruensis,132.177,-1.27
589,Melanotaenia corona,140.116667,-2.6
590,Melanotaenia kokasensis,132.428,-2.73642
591,Melanotaenia longispina,131.865,-1.15008
592,Melanotaenia oktediensis,141.29,-5.4433
593,Melanotaenia sneideri,133.05,-3.9189
594,Melanotaenia sp. nov. 'Running River',,
595,Melanotaenia urisa,,
596,Mellissius oryctoides,,
597,Mercuria sarahae,,
598,Meriones dahli,,
599,Merodon arundanus,-5.33002,36.75687
600,Merodon olympius,,
601,Merodon sacki,,
602,Merulaxis stresemanni,-39.167222,-15.204722
603,Mesocapromys nanus,-76.331111,20.439722
604,Mesoclemmys dahli,-75.39597,9.301023
605,Mesonerilla prospera,,
606,Meta barreti,,
607,Metioche payendeei,63.464,-19.71
608,Metriaclima koningsi,34.759117,-12.046967
609,Michaelothyrus seychellensis,,
610,Micrathyria kleerekoperi,,
611,Microbatrachella capensis,18.417,-33.917
612,Microcebus gerpi,,
613,Microcebus marohita,,
614,Microglanis robustus,,
615,Microkayla ankohuma,,
616,Microkayla guillei,,
617,Microkayla kallawaya,,
618,Microkayla saltator,,
619,Micromacromia miraculosa,,
620,Microthymochares pullus,,
621,Micrurus medemi,-73.626645,4.142002
622,Mictocaris halope,-64.728333,32.342222
623,Milyeringa justitia,,
624,Minagrion franciscoi,,
625,Minervarya murthii,,
626,Mirimiri acrodonta,,
627,Mitophis calypso,-69.20749601082802,19.238478844060616
628,Mitraceras crassipalpum,,
629,Moapa coriacea,-114.713333,36.723333
630,Moema claudiae,,
631,Mogurnda furva,,
632,Mogurnda maccuneae,,
633,Mogurnda mosa,,
634,Mogurnda thermophila,135.45586,-26.44831
635,Mogurnda vitta,,
636,Monilearia arguineguinensis,-15.6771,27.7566
637,Monilearia pulverulenta,-15.5854,27.7392
638,Monodelphis unistriata,,
639,Montivipera wagneri,42.6,40.16
640,Mugilogobius amadi,120.75,-1.383333
641,Murina balaensis,,
642,Mustela lutreola,25.809403,60.803013
643,Mustelus mento,-90.5,-0.5
644,Mustelus whitneyi,-80.68,-0.35
645,Myadestes palmeri,-159.616667,22.15
646,Mycetochara melandryina,,
647,Myliobatis ridens,-57.19,-37.32
648,Myotis hajastanicus,,
649,Myrmeleotettix ethicus,29.35,36.34
650,Mystacina robusta,,
651,Nannophryne apolobambica,,
652,Nannoscincus exos,164.86694,-20.6375
653,Nannoscincus koniambo,,
654,Nannoscincus rankini,,
655,Nanocopia minuta,,
656,Napaeus arinagaensis,,
657,Napaeus exilis,-15.4627,28.0637
658,Napaeus osoriensis,,
659,Natalina beyrichi,,
660,Neamblysomus julianae Bronberg Ridge subpopulation,,
661,Nectophrynoides laticeps,,
662,Nectophrynoides poyntoni,,
663,Nectophrynoides wendyae,35.933333,-8.516667
664,Nemacheilus troglocataractus,99.067,14.25
665,Neoarius taylori,141.61,-6.78
666,Neochanna burrowsius,172.175142,-43.291633
667,Neocottus thermalis,,
668,Neolissochilus bovanicus,90.627,26.177
669,Neoophorus regalis,-102.44418992183846,19.579403138611777
670,Neophocaena asiaeorientalis ssp. asiaeorientalis,119.96315,32.025666
671,Neosilurus gloveri,135.45586,-26.44831
672,Neostethus robertsi,120.339861,16.036399
673,Nesiergus gardineri,,
674,Nesospiza wilkinsi,-12.483903,-37.419528
675,Nessia layardi,,
676,Neurolestes nigeriensis,,
677,Nidirana hainanensis,,
678,Nilssonia formosa,98.323111,14.679611
679,Nilssonia nigricans,91.31,23.31
680,Nisaetus floris,121.79361,-8.741426
681,Nomada siciliensis,,
682,Nomascus concolor ssp. concolor,103.8333,22.3333
683,Nomascus hainanus,,
684,Nomascus nasutus,,
685,Notharinia sp. nov. 'Khoe La',,
686,Nothobranchius fuscotaeniatus,,
687,Nothobranchius steinforti,,
688,Nothophantes horridus,,
689,Notonomus clivinoides,147.18,-37.02
690,Nototriton nelsoni,-87.3,15.43
691,Nototriton picucha,-85.933672,14.945396
692,Nototriton stuarti,-88.79372,15.66493
